Equipment Name,Type,Flowrate,Pressure,Temperature
Valve-24309,Valve,509.93,14.16,20.74
Distillation Column-24310,Distillation Column,599.29,182.7,435.97
Heat Exchanger-24311,Heat Exchanger,305.99,36.21,111.53
Pump-24312,Pump,683.01,125.2,43.96
Compressor-24313,Compressor,423.58,67.23,200.26
Reactor-24314,Reactor,361.04,54.57,427.3
Distillation Column-24315,Distillation Column,409.44,135.56,80.22
Valve-24316,Valve,533.31,104.13,172.91
Compressor-24317,Compressor,219.95,11.36,147.8
Distillation Column-24318,Distillation Column,858.2,45.22,48.22
Heat Exchanger-24319,Heat Exchanger,917.07,3.28,124.76
Reactor-24320,Reactor,317.62,144.25,171.25
Heat Exchanger-24321,Heat Exchanger,574.92,140.67,121.94
Compressor-24322,Compressor,478.7,122.27,293.71
Valve-24323,Valve,243.49,191.96,476.54
Compressor-24324,Compressor,148.26,131.93,495.53
Valve-24325,Valve,458.79,125.75,497.63
Valve-24326,Valve,733.16,109.51,412.65
Valve-24327,Valve,431.28,156.07,208.25
Valve-24328,Valve,75.98,57.06,227.83
Pump-24329,Pump,419.38,90.3,367.84
Pump-24330,Pump,658.73,73.07,80.29
Heat Exchanger-24331,Heat Exchanger,303.54,69.85,218.49
Pump-24332,Pump,555.73,142.17,378.99
Distillation Column-24333,Distillation Column,975.6,111.85,128.81
Valve-24334,Valve,261.64,113.22,58.36
Compressor-24335,Compressor,495.76,5.82,274.81
Valve-24336,Valve,880.33,116.43,135.51
Reactor-24337,Reactor,836.88,7.25,113.59
Valve-24338,Valve,190.46,178.32,190.88
Compressor-24339,Compressor,893.18,2.01,209.09
Reactor-24340,Reactor,871.99,27.67,351.32
Pump-24341,Pump,979.66,95.33,361.22
Storage Tank-24342,Storage Tank,536.31,194.92,211.3
Valve-24343,Valve,145.64,6.71,461.6
Reactor-24344,Reactor,868.23,104.24,160.25
Compressor-24345,Compressor,693.9,182.63,159.41
Storage Tank-24346,Storage Tank,478.93,94.56,52.73
Storage Tank-24347,Storage Tank,294.8,4.35,48.28
Reactor-24348,Reactor,858.85,53.18,478.2
Valve-24349,Valve,766.19,186.08,22.24
Heat Exchanger-24350,Heat Exchanger,111.9,100.73,477.48
Storage Tank-24351,Storage Tank,92.44,140.39,342.77
Heat Exchanger-24352,Heat Exchanger,86.61,166.16,440.01
Valve-24353,Valve,90.1,118.7,181.57
Compressor-24354,Compressor,56.88,159.37,276.45
Storage Tank-24355,Storage Tank,679.1,137.91,343.79
Reactor-24356,Reactor,601.56,30.91,458.56
Compressor-24357,Compressor,38.98,53.93,49.46
Heat Exchanger-24358,Heat Exchanger,332.83,164.02,89.86
Distillation Column-24359,Distillation Column,569.51,91.25,48.86
Storage Tank-24360,Storage Tank,849.29,181.33,320.3
Compressor-24361,Compressor,901.83,173.8,150.97
Valve-24362,Valve,300.0,48.14,234.1
Pump-24363,Pump,234.57,118.17,461.38
Heat Exchanger-24364,Heat Exchanger,578.52,110.67,120.72
Pump-24365,Pump,858.97,165.04,191.05
Storage Tank-24366,Storage Tank,574.08,93.75,448.86
Storage Tank-24367,Storage Tank,468.8,188.26,322.98
Heat Exchanger-24368,Heat Exchanger,812.04,23.22,465.2
Valve-24369,Valve,9.72,106.53,393.5
Heat Exchanger-24370,Heat Exchanger,538.32,116.67,350.3
Reactor-24371,Reactor,164.19,193.85,227.28
Compressor-24372,Compressor,259.16,155.42,304.29
Distillation Column-24373,Distillation Column,19.74,3.56,498.34
Storage Tank-24374,Storage Tank,668.6,26.94,283.42
Storage Tank-24375,Storage Tank,629.25,128.46,306.86
Reactor-24376,Reactor,302.29,42.21,421.41
Compressor-24377,Compressor,779.35,188.8,474.69
Distillation Column-24378,Distillation Column,768.92,158.27,152.12
Pump-24379,Pump,14.69,27.72,177.8
Compressor-24380,Compressor,950.5,71.48,194.26
Reactor-24381,Reactor,60.75,154.47,266.78
Storage Tank-24382,Storage Tank,15.23,161.71,144.91
Distillation Column-24383,Distillation Column,488.04,40.19,417.38
Pump-24384,Pump,563.74,198.91,423.07
Storage Tank-24385,Storage Tank,801.17,176.76,191.45
Reactor-24386,Reactor,984.63,125.93,274.17
Valve-24387,Valve,643.97,122.94,155.84
Storage Tank-24388,Storage Tank,537.14,187.42,355.86
Compressor-24389,Compressor,317.36,97.17,54.81
Storage Tank-24390,Storage Tank,997.37,9.93,288.45
Heat Exchanger-24391,Heat Exchanger,470.51,92.4,445.41
Heat Exchanger-24392,Heat Exchanger,287.02,97.14,429.2
Reactor-24393,Reactor,427.97,167.84,462.57
Compressor-24394,Compressor,396.98,98.76,61.42
Compressor-24395,Compressor,52.42,156.37,467.31
Storage Tank-24396,Storage Tank,34.39,167.48,123.74
Distillation Column-24397,Distillation Column,375.69,126.79,210.28
Heat Exchanger-24398,Heat Exchanger,203.74,43.01,422.59
Storage Tank-24399,Storage Tank,212.92,116.66,332.42
Distillation Column-24400,Distillation Column,488.83,124.68,497.05
Valve-24401,Valve,326.92,25.11,371.17
Reactor-24402,Reactor,656.18,172.27,306.85
Valve-24403,Valve,614.07,167.52,43.7
Heat Exchanger-24404,Heat Exchanger,311.73,31.36,159.69
Heat Exchanger-24405,Heat Exchanger,623.89,128.2,401.19
Storage Tank-24406,Storage Tank,348.99,60.85,366.21
Storage Tank-24407,Storage Tank,498.71,137.09,333.26
Compressor-24408,Compressor,847.03,69.48,177.98
Storage Tank-24409,Storage Tank,966.87,23.04,141.94
Pump-24410,Pump,191.44,197.46,497.4
Distillation Column-24411,Distillation Column,560.76,11.66,240.84
Heat Exchanger-24412,Heat Exchanger,777.27,111.64,159.77
Pump-24413,Pump,686.34,84.12,268.69
Pump-24414,Pump,517.19,90.67,489.11
Reactor-24415,Reactor,200.25,34.22,379.7
Heat Exchanger-24416,Heat Exchanger,924.87,119.16,352.87
Heat Exchanger-24417,Heat Exchanger,891.72,128.12,349.3
Valve-24418,Valve,584.19,78.42,233.67
Valve-24419,Valve,690.35,64.52,491.75
Compressor-24420,Compressor,849.53,127.7,344.05
Compressor-24421,Compressor,425.89,40.8,323.36
Compressor-24422,Compressor,598.31,48.22,417.63
Valve-24423,Valve,176.26,0.78,373.16
Valve-24424,Valve,11.41,184.15,84.47
Valve-24425,Valve,836.16,137.48,361.13
Heat Exchanger-24426,Heat Exchanger,258.1,109.44,59.79
Valve-24427,Valve,187.95,30.48,232.7
Pump-24428,Pump,910.95,73.47,331.73
Valve-24429,Valve,315.04,195.48,255.18
Compressor-24430,Compressor,291.81,43.08,450.71
Storage Tank-24431,Storage Tank,249.02,91.57,354.49
Valve-24432,Valve,571.98,78.76,223.01
Pump-24433,Pump,772.08,105.65,424.48
Storage Tank-24434,Storage Tank,677.57,99.5,88.89
Pump-24435,Pump,520.92,167.11,229.02
Valve-24436,Valve,32.45,189.23,352.21
Reactor-24437,Reactor,282.45,82.18,466.21
Pump-24438,Pump,115.51,34.79,474.5
Distillation Column-24439,Distillation Column,379.31,91.96,260.54
Heat Exchanger-24440,Heat Exchanger,570.17,154.59,72.1
Pump-24441,Pump,502.58,90.18,229.28
Distillation Column-24442,Distillation Column,426.37,73.65,384.8
Compressor-24443,Compressor,743.48,62.16,444.65
Valve-24444,Valve,982.98,51.87,224.46
Compressor-24445,Compressor,327.57,88.13,175.01
Storage Tank-24446,Storage Tank,701.25,116.12,352.1
Heat Exchanger-24447,Heat Exchanger,368.28,30.67,190.27
Valve-24448,Valve,9.14,148.15,450.15
Pump-24449,Pump,728.91,81.46,222.85
Storage Tank-24450,Storage Tank,840.83,59.22,129.69
Storage Tank-24451,Storage Tank,971.88,31.92,386.0
Compressor-24452,Compressor,69.94,62.16,26.06
Heat Exchanger-24453,Heat Exchanger,901.66,77.75,148.11
Storage Tank-24454,Storage Tank,616.47,105.96,175.4
Valve-24455,Valve,971.32,157.52,389.43
Heat Exchanger-24456,Heat Exchanger,977.81,165.88,231.4
Compressor-24457,Compressor,424.49,24.85,311.44
Heat Exchanger-24458,Heat Exchanger,339.47,7.11,297.81
Distillation Column-24459,Distillation Column,393.83,87.95,483.03
Storage Tank-24460,Storage Tank,469.3,191.14,54.89
Compressor-24461,Compressor,130.37,137.48,366.06
Pump-24462,Pump,425.15,150.91,45.16
Reactor-24463,Reactor,495.44,174.43,314.26
Distillation Column-24464,Distillation Column,885.06,121.11,320.62
Heat Exchanger-24465,Heat Exchanger,824.23,165.31,303.02
Distillation Column-24466,Distillation Column,581.17,77.21,335.75
Valve-24467,Valve,591.86,164.66,406.6
Pump-24468,Pump,659.34,92.15,420.91
Valve-24469,Valve,287.21,29.19,236.16
Reactor-24470,Reactor,391.71,180.68,365.3
Pump-24471,Pump,669.64,167.89,213.97
Pump-24472,Pump,893.05,168.16,360.93
Reactor-24473,Reactor,621.72,155.57,116.45
Heat Exchanger-24474,Heat Exchanger,222.55,52.2,125.92
Distillation Column-24475,Distillation Column,991.09,130.45,284.1
Reactor-24476,Reactor,482.11,92.1,183.73
Valve-24477,Valve,744.41,150.64,414.89
Distillation Column-24478,Distillation Column,31.9,156.21,118.12
Distillation Column-24479,Distillation Column,28.83,191.98,177.79
Reactor-24480,Reactor,442.23,50.91,237.94
Heat Exchanger-24481,Heat Exchanger,774.82,171.29,405.25
Distillation Column-24482,Distillation Column,163.03,43.02,366.29
Pump-24483,Pump,556.22,25.59,156.23
Heat Exchanger-24484,Heat Exchanger,606.64,157.59,218.12
Heat Exchanger-24485,Heat Exchanger,389.82,3.94,403.97
Heat Exchanger-24486,Heat Exchanger,968.28,90.99,298.91
Pump-24487,Pump,524.25,169.5,243.62
Reactor-24488,Reactor,520.64,159.68,219.11
Valve-24489,Valve,643.2,29.46,150.37
Compressor-24490,Compressor,262.41,37.69,20.64
Valve-24491,Valve,743.89,76.2,151.23
Pump-24492,Pump,364.42,46.18,400.37
Compressor-24493,Compressor,15.61,57.51,218.82
Heat Exchanger-24494,Heat Exchanger,203.56,176.73,470.37
Reactor-24495,Reactor,484.06,140.75,292.63
Compressor-24496,Compressor,781.92,137.02,410.23
Pump-24497,Pump,700.56,81.35,434.03
Distillation Column-24498,Distillation Column,742.27,4.99,170.11
Valve-24499,Valve,812.43,75.56,328.68
Heat Exchanger-24500,Heat Exchanger,462.97,96.72,454.8
Valve-24501,Valve,640.95,87.28,95.9
Heat Exchanger-24502,Heat Exchanger,668.99,52.94,195.54
Storage Tank-24503,Storage Tank,60.38,16.16,49.21
Storage Tank-24504,Storage Tank,502.3,7.94,130.73
Distillation Column-24505,Distillation Column,676.77,136.33,453.16
Reactor-24506,Reactor,464.79,29.28,300.42
Heat Exchanger-24507,Heat Exchanger,118.26,181.09,108.48
Valve-24508,Valve,261.14,26.12,421.73
Valve-24509,Valve,11.48,4.23,293.65
Storage Tank-24510,Storage Tank,482.32,182.31,234.19
Heat Exchanger-24511,Heat Exchanger,831.86,57.88,484.94
Storage Tank-24512,Storage Tank,870.08,164.36,282.42
Heat Exchanger-24513,Heat Exchanger,79.3,85.17,317.71
Compressor-24514,Compressor,649.91,158.86,374.47
Heat Exchanger-24515,Heat Exchanger,450.37,152.36,146.24
Storage Tank-24516,Storage Tank,332.05,50.66,460.71
Valve-24517,Valve,987.61,160.94,55.65
Heat Exchanger-24518,Heat Exchanger,831.31,76.79,321.93
Distillation Column-24519,Distillation Column,344.29,194.85,353.82
Storage Tank-24520,Storage Tank,628.66,78.69,426.81
Valve-24521,Valve,257.57,20.28,469.84
Storage Tank-24522,Storage Tank,822.93,173.25,104.44
Reactor-24523,Reactor,516.76,45.06,487.16
Heat Exchanger-24524,Heat Exchanger,706.62,155.86,48.03
Valve-24525,Valve,753.92,24.49,476.66
Storage Tank-24526,Storage Tank,890.39,13.07,305.18
Reactor-24527,Reactor,750.36,141.54,443.47
Heat Exchanger-24528,Heat Exchanger,682.95,47.89,416.54
Distillation Column-24529,Distillation Column,276.95,10.69,211.87
Heat Exchanger-24530,Heat Exchanger,658.96,65.38,179.48
Valve-24531,Valve,292.11,182.59,330.7
Distillation Column-24532,Distillation Column,142.26,17.84,165.92
Storage Tank-24533,Storage Tank,304.93,118.07,195.45
Distillation Column-24534,Distillation Column,2.36,1.52,30.06
Heat Exchanger-24535,Heat Exchanger,625.42,168.56,470.04
Reactor-24536,Reactor,894.9,88.18,283.51
Reactor-24537,Reactor,656.43,38.13,379.65
Heat Exchanger-24538,Heat Exchanger,459.72,102.56,228.5
Storage Tank-24539,Storage Tank,149.92,110.9,430.43
Valve-24540,Valve,437.66,22.86,129.77
Valve-24541,Valve,567.55,73.41,253.24
Heat Exchanger-24542,Heat Exchanger,506.26,131.73,33.89
Pump-24543,Pump,506.56,41.34,56.85
Compressor-24544,Compressor,994.33,22.03,363.82
Storage Tank-24545,Storage Tank,914.95,155.81,206.0
Distillation Column-24546,Distillation Column,705.3,16.47,472.8
Reactor-24547,Reactor,103.56,188.51,367.31
Storage Tank-24548,Storage Tank,18.27,80.71,246.96
Distillation Column-24549,Distillation Column,943.51,160.69,402.37
Storage Tank-24550,Storage Tank,627.36,112.43,249.09
Reactor-24551,Reactor,465.7,68.04,231.75
Storage Tank-24552,Storage Tank,320.43,132.51,305.67
Storage Tank-24553,Storage Tank,551.65,29.44,237.64
Storage Tank-24554,Storage Tank,661.51,40.41,386.95
Heat Exchanger-24555,Heat Exchanger,813.24,109.32,50.62
Pump-24556,Pump,262.51,175.6,29.54
Valve-24557,Valve,269.7,146.77,69.31
Reactor-24558,Reactor,144.67,126.67,395.07
Heat Exchanger-24559,Heat Exchanger,767.8,75.43,81.42
Pump-24560,Pump,854.94,76.98,477.35
Valve-24561,Valve,240.41,27.6,143.64
Storage Tank-24562,Storage Tank,386.54,70.27,259.68
Reactor-24563,Reactor,956.06,182.89,249.25
Compressor-24564,Compressor,223.13,71.79,165.82
Storage Tank-24565,Storage Tank,231.19,58.06,102.67
Distillation Column-24566,Distillation Column,948.99,96.45,133.6
Heat Exchanger-24567,Heat Exchanger,297.03,77.39,453.5
Heat Exchanger-24568,Heat Exchanger,7.75,110.47,365.14
Compressor-24569,Compressor,495.59,102.25,417.98
Compressor-24570,Compressor,560.69,128.13,216.82
Valve-24571,Valve,887.34,47.79,315.81
Pump-24572,Pump,704.62,46.49,325.7
Compressor-24573,Compressor,891.0,25.92,478.71
Distillation Column-24574,Distillation Column,444.8,128.26,388.81
Heat Exchanger-24575,Heat Exchanger,973.57,142.14,478.88
Storage Tank-24576,Storage Tank,262.96,88.58,400.2
Storage Tank-24577,Storage Tank,377.62,133.87,439.01
Compressor-24578,Compressor,214.52,62.75,240.5
Reactor-24579,Reactor,641.9,40.45,429.44
Storage Tank-24580,Storage Tank,367.45,90.7,55.58
Heat Exchanger-24581,Heat Exchanger,453.05,10.59,309.73
Storage Tank-24582,Storage Tank,595.6,75.05,228.48
Heat Exchanger-24583,Heat Exchanger,640.28,102.27,414.68
Storage Tank-24584,Storage Tank,938.83,167.65,495.33
Reactor-24585,Reactor,558.01,194.84,459.61
Distillation Column-24586,Distillation Column,613.41,144.07,374.59
Heat Exchanger-24587,Heat Exchanger,127.82,33.32,320.83
Compressor-24588,Compressor,477.18,90.95,43.44
Reactor-24589,Reactor,497.03,4.15,69.87
Compressor-24590,Compressor,583.91,43.94,65.41
Heat Exchanger-24591,Heat Exchanger,179.0,125.83,28.07
Distillation Column-24592,Distillation Column,425.11,34.94,328.24
Heat Exchanger-24593,Heat Exchanger,770.61,68.95,361.42
Reactor-24594,Reactor,462.74,23.6,347.07
Compressor-24595,Compressor,82.1,165.96,385.83
Distillation Column-24596,Distillation Column,340.91,109.02,362.09
Heat Exchanger-24597,Heat Exchanger,954.39,62.38,288.42
Storage Tank-24598,Storage Tank,145.35,158.22,365.17
Compressor-24599,Compressor,179.65,65.7,362.31
Heat Exchanger-24600,Heat Exchanger,742.35,135.47,219.16
Distillation Column-24601,Distillation Column,748.03,38.47,360.57
Pump-24602,Pump,813.69,2.76,28.49
Distillation Column-24603,Distillation Column,445.27,194.04,329.24
Heat Exchanger-24604,Heat Exchanger,217.89,178.86,50.56
Distillation Column-24605,Distillation Column,453.74,169.45,249.48
Valve-24606,Valve,854.14,178.72,187.05
Heat Exchanger-24607,Heat Exchanger,73.28,47.47,499.28
Reactor-24608,Reactor,712.14,47.81,179.28
Pump-24609,Pump,930.64,69.96,194.74
Distillation Column-24610,Distillation Column,233.89,193.62,133.28
Reactor-24611,Reactor,875.8,54.58,234.26
Pump-24612,Pump,923.74,105.58,480.59
Reactor-24613,Reactor,386.43,25.2,89.83
Storage Tank-24614,Storage Tank,904.48,102.82,470.87
Reactor-24615,Reactor,99.59,3.54,324.51
Valve-24616,Valve,535.98,125.99,69.65
Storage Tank-24617,Storage Tank,335.88,94.82,295.21
Reactor-24618,Reactor,362.18,95.58,73.05
Distillation Column-24619,Distillation Column,978.43,144.34,65.32
Reactor-24620,Reactor,937.56,151.23,405.34
Compressor-24621,Compressor,798.57,163.85,288.34
Distillation Column-24622,Distillation Column,750.6,13.09,351.25
Distillation Column-24623,Distillation Column,74.04,103.22,116.21
Distillation Column-24624,Distillation Column,998.21,161.98,161.04
Pump-24625,Pump,287.4,6.21,382.52
Reactor-24626,Reactor,456.78,149.38,330.24
Pump-24627,Pump,317.85,140.73,32.63
Storage Tank-24628,Storage Tank,618.67,132.01,187.06
Distillation Column-24629,Distillation Column,800.64,12.89,362.59
Distillation Column-24630,Distillation Column,461.51,162.34,128.15
Heat Exchanger-24631,Heat Exchanger,54.36,154.37,69.6
Storage Tank-24632,Storage Tank,40.38,175.29,262.27
Distillation Column-24633,Distillation Column,214.15,29.61,466.15
Storage Tank-24634,Storage Tank,282.16,155.79,102.79
Pump-24635,Pump,924.52,49.01,387.72
Pump-24636,Pump,190.81,49.61,35.44
Distillation Column-24637,Distillation Column,503.56,30.3,263.85
Reactor-24638,Reactor,861.34,12.42,376.8
Compressor-24639,Compressor,137.33,81.75,399.96
Pump-24640,Pump,180.72,164.35,190.86
Heat Exchanger-24641,Heat Exchanger,23.88,19.05,192.47
Compressor-24642,Compressor,449.68,159.54,277.82
Valve-24643,Valve,252.44,132.74,477.57
Storage Tank-24644,Storage Tank,684.18,167.73,435.08
Reactor-24645,Reactor,698.91,58.79,322.18
Heat Exchanger-24646,Heat Exchanger,577.73,134.06,44.02
Reactor-24647,Reactor,503.8,57.58,434.08
Valve-24648,Valve,206.21,48.97,283.29
Heat Exchanger-24649,Heat Exchanger,406.51,75.05,223.47
Reactor-24650,Reactor,658.0,159.47,73.96
Reactor-24651,Reactor,59.11,162.82,479.69
Valve-24652,Valve,476.29,151.66,111.27
Valve-24653,Valve,818.2,66.04,139.34
Distillation Column-24654,Distillation Column,327.98,46.37,418.59
Heat Exchanger-24655,Heat Exchanger,773.04,51.81,257.56
Heat Exchanger-24656,Heat Exchanger,880.6,82.63,123.66
Distillation Column-24657,Distillation Column,625.64,100.28,305.76
Storage Tank-24658,Storage Tank,177.35,31.75,376.64
Storage Tank-24659,Storage Tank,890.21,138.49,159.77
Storage Tank-24660,Storage Tank,841.88,132.25,96.86
Pump-24661,Pump,925.34,10.23,21.94
Storage Tank-24662,Storage Tank,568.99,123.54,53.78
Distillation Column-24663,Distillation Column,979.0,27.27,396.54
Reactor-24664,Reactor,747.75,116.69,126.41
Heat Exchanger-24665,Heat Exchanger,642.6,131.25,482.35
Reactor-24666,Reactor,949.81,195.64,376.68
Valve-24667,Valve,435.5,31.36,278.33
Pump-24668,Pump,32.38,183.74,251.15
Storage Tank-24669,Storage Tank,241.23,22.76,439.22
Distillation Column-24670,Distillation Column,380.99,77.03,410.59
Compressor-24671,Compressor,134.6,132.8,359.42
Distillation Column-24672,Distillation Column,239.65,193.45,180.4
Reactor-24673,Reactor,46.67,196.59,279.72
Pump-24674,Pump,641.66,30.48,231.48
Reactor-24675,Reactor,786.65,83.0,454.9
Heat Exchanger-24676,Heat Exchanger,802.43,109.95,261.54
Valve-24677,Valve,428.78,39.63,56.53
Compressor-24678,Compressor,869.88,11.95,127.74
Compressor-24679,Compressor,788.74,154.43,450.77
Storage Tank-24680,Storage Tank,485.3,87.27,416.0
Compressor-24681,Compressor,417.94,146.96,254.63
Valve-24682,Valve,827.49,22.42,195.88
Heat Exchanger-24683,Heat Exchanger,24.42,180.02,345.42
Heat Exchanger-24684,Heat Exchanger,479.18,100.79,388.31
Valve-24685,Valve,367.95,88.56,457.81
Storage Tank-24686,Storage Tank,951.14,189.36,230.51
Reactor-24687,Reactor,654.56,53.71,187.11
Storage Tank-24688,Storage Tank,35.5,92.45,353.45
Valve-24689,Valve,23.73,53.19,263.44
Heat Exchanger-24690,Heat Exchanger,534.22,182.06,467.06
Heat Exchanger-24691,Heat Exchanger,840.89,112.92,200.94
Distillation Column-24692,Distillation Column,712.1,83.63,399.72
Reactor-24693,Reactor,959.83,97.27,214.85
Valve-24694,Valve,689.17,36.43,187.69
Compressor-24695,Compressor,163.6,120.84,64.42
Heat Exchanger-24696,Heat Exchanger,759.57,129.01,272.8
Reactor-24697,Reactor,784.07,103.84,352.76
Storage Tank-24698,Storage Tank,515.77,183.26,94.59
Compressor-24699,Compressor,750.05,135.56,87.65
Distillation Column-24700,Distillation Column,546.96,191.11,244.48
Pump-24701,Pump,973.57,162.13,458.89
Valve-24702,Valve,421.44,48.22,205.72
Pump-24703,Pump,689.87,21.86,273.76
Distillation Column-24704,Distillation Column,277.8,143.91,88.64
Pump-24705,Pump,894.71,36.99,42.63
Heat Exchanger-24706,Heat Exchanger,278.95,122.99,382.34
Distillation Column-24707,Distillation Column,198.91,175.84,36.37
Pump-24708,Pump,69.98,133.12,317.4
Distillation Column-24709,Distillation Column,21.19,80.54,238.45
Reactor-24710,Reactor,571.47,99.26,62.71
Storage Tank-24711,Storage Tank,544.48,58.02,455.41
Reactor-24712,Reactor,354.72,96.64,391.95
Distillation Column-24713,Distillation Column,368.37,79.05,49.21
Heat Exchanger-24714,Heat Exchanger,324.48,41.29,395.6
